fold,OLS_train,OLS_val,OLS_test,OLS_train_diracc,OLS_val_diracc,OLS_test_diracc,var_train,var_val,var_test,NN_train,NN_val,NN_test,NN_train_diracc,NN_val_diracc,NN_test_diracc,normalized
0,0.814588563437258,0.6954178678883677,0.67977706354835,67.54647565428245,67.0830593907517,68.96439426834564,1.0,0.7954388800939929,0.789844303565061,0.7999534324368471,0.7161474608549444,0.6782877281133476,67.81125449427242,66.79815910585141,68.67129830655666,False
1,0.8666160641598851,0.9878532909989095,1.1642547441610949,64.18860003229453,63.04899720741305,65.96248766041461,1.0,1.1225515108474426,1.4421456929630838,0.8542889294034538,0.9908910393714904,1.1501837968826294,64.37267883093816,62.76973851231277,65.09378084896348,False
2,0.8856401149696753,1.5868556150421607,0.7275117330724983,63.19660890163321,64.01734104046243,65.57377049180327,1.0000000000000002,1.6122117618050589,0.8398923777534439,0.873652458190918,1.660409927368164,0.7533575892448425,64.70514898391721,62.57225433526011,64.84517304189436,False
3,0.7743998023209363,0.5328747838257804,0.6418268608154422,69.23055997606126,74.76487252124646,74.95787558131698,1.0,0.6179425930250206,0.8396671477321124,0.7003689807579895,0.5423450587018691,0.7011820940329571,71.11573564015724,75.75448536355051,75.60827660578283,False
4,0.7722310662869648,0.7394187059205386,0.6379394540585089,69.29697135809236,72.29984570546888,70.94639311714097,1.0,0.9583619470850585,0.740186656028653,0.7106566733573583,0.8121106171718331,0.6814824035265298,69.54364807455119,72.1626950111435,70.80457596672024,False
5,0.7712404973707152,0.7041955893087193,0.7882224810555594,69.6908017194049,69.20455755510595,69.21998247151622,1.0000000000000002,0.817261298605354,0.9516886504387144,0.7346038092036268,0.706764608193175,0.7805584073066711,70.28670139400352,70.49302523692897,70.72743207712533,False
6,0.8681359719938785,0.9015362120528352,0.8534238701235946,63.37076418563052,66.4808362369338,63.75779162956366,1.0,1.0028592100656826,0.9284702109743463,0.8690122619817688,0.9236357808113098,0.8714694380760193,66.50104342641359,68.15331010452962,65.9839715048976,False
7,0.8782567727030008,0.6935655747135305,1.1615410841729052,62.886404209339474,63.56340288924559,64.35643564356435,1.0,0.6900924877804041,1.380073803788101,0.8575986873820168,0.704231858253479,1.2075245380401611,66.00582542516207,65.81059390048154,67.47905559786749,False
8,0.9028616361399197,1.0254705730861933,0.9242346734859282,61.667488899851996,68.53233830845771,61.287693561532194,1.0000000000000002,1.1858357108133069,1.0029287695212987,0.8447730541229248,1.127078652381897,1.0039292573928833,65.07153428712382,66.66666666666667,62.10268948655257,False
9,0.8527906467172669,0.9859848893846673,1.0267509256156069,64.12750673451063,61.693936477382096,60.85096268124555,1.0,1.0824022617596785,1.175715161526387,0.8267319202423096,1.015597939491272,1.0662423372268677,64.42681831786891,60.49085659287777,58.54528167340148,False
10,0.8584459062078409,1.0511954188536496,0.9060506996627146,65.21300900416611,63.1132954834336,61.00350058343057,1.0,1.2415823780255715,1.0064435917677674,0.8449869014341782,1.052286179255009,0.913038419230538,65.46163150114232,62.020167782391326,61.02683780630105,False
